source,title,link,published,summary,image_url,image_source,image_is_generic,title_ja
El País,"Muere Ratko Mladic, el ‘carnicero de Bosnia’",https://elpais.com/internacional/2026-08-27/muere-ratko-mladic-el-carnicero-de-bosnia.html,2026-08-27T17:24:17,"El exgeneral serbobosnio, de 84 años, cumplía cadena perpetua en un penal de La Haya por su papel en el genocidio de Srebrenica",https://imagenes.elpais.com/resizer/v2/476HI566F5HG5JVJ4CFDKLDDLM.JPG?auth=01d2bf61a4f1581d2c1b7e564c4ae1fa2154a6e1f0e6b7afe9a9d095269a5f99,RSS,False,「ボスニアの肉屋」ラトコ・ムラディッチ氏死去
FRANCE 24,Title holders PSG to face Barcelona and Man City as Champions League draw is made,https://www.france24.com/en/sport/20260827-title-holders-psg-to-face-barcelona-and-man-city-as-champions-league-draw-is-made,2026-08-27T17:23:10,"Two-time defending champions Paris Saint-Germain will host Manchester City and travel to Barcelona in the Champions League this season, after the 36-team draw was made Thursday. Real Madrid will face Inter Milan and ​Arsenal, among a host of mouth-watering clashes.",https://s.france24.com/media/display/f9aa25ce-a23b-11f1-aaf9-005056bfb2b6/w:1024/p:16x9/9e978e91f26da9c7c08b4ebe8b28558bdc3ffc86.jpg,RSS,False,チャンピオンズリーグの組み合わせ抽選が行われ、タイトルホルダーのPSGがバルセロナとマンシティと対戦
RTBF (ベルギー),"""Sans ça, ce serait l’enfer"" : immersion dans des écoles à encadrement différencié",https://www.rtbf.be/article/sans-ca-ce-serait-l-enfer-immersion-dans-des-ecoles-a-encadrement-differencie-11775932,2026-08-27T17:21:18,Tous les élèves ont-ils les mêmes chances de réussir à l’école ? Ce n’est un secret pour personne : les écoles...,https://static-content.rtbf.be/article/image/770x433/1/b/1/e279e671dd30914ce860dfa796d6143f.jpg,RSS,False,「それがなければ地獄だ」: 差別化された監督下での学校への没入
NOS (オランダ),Het lijkt op sneeuw maar het is wol: bos in Breda bedekt onder wit laagje,https://nos.nl/l/2628549,2026-08-27T17:13:31,"<p>Delen van het Mastbos in Breda zijn bedekt met een laagje witte dons. Het heeft uiteraard niet gesneeuwd in augustus, maar er is een laagje schapenwol neergelegd dat bedoeld is om de groei van bomen te stimuleren. ""We willen het bos gevarieerder maken"", vertelt boswachter Egbert Eilander van Staatsbosbeheer bij <a href=""https://www.omroepbrabant.nl/nieuws/6024556/sneeuw-in-breda-dit-goedje-moet-een-wondermiddel-zijn-voor-het-mastbos"">Omroep Brabant</a>.</p>
        <p>Volgens de boswachter is het experiment met de wol als bodembedekking een primeur. ""De wol beschermt jonge bomen tegen de adelaarsvaren"", legt hij uit. Dat is een plant die snel woekert en hele stukken grond kan bedekken en daarmee andere planten verdringt. Door de wol krijgen boompjes kans om te groeien.</p>
        <p><em>De boswachter laat zien hoe de schapenwol de vele varens onderdrukt:</em></p>
        <p>Eilander: ""Dit is een idee van Life Climate Forest, dat als doel heeft bossen weerbaarder te maken tegen veranderende klimaatomstandigheden"". Daarvoor is meer diversiteit in het bos nodig: een bos met meerdere soorten planten en bomen is namelijk beter bestand tegen extreme weersinvloeden.</p>
        <h2>Afvalproduct</h2>
        <p>De wol is afkomstig van de 250 Drentse heideschapen van herder Sandy van der Westerlaken. In totaal zijn vijftig <em>bigbags</em> vol wol naar het bos gebracht. Een win-winsituatie volgens de herder. ""Wol is tegenwoordig helaas vooral een afvalproduct, waar we bijna niet vanaf komen.""</p>
        <p>De wol blijft twee jaar liggen. Daarna wordt geïnventariseerd wat de winst is. Volgens de boswachter heeft het experiment nog een bijkomend voordeel: wol is van nature brandvertragend, wat bij een natuurbrand gunstig kan zijn.</p>",https://images.cdn.nos.nl/8/4/k/4/J/Y/r9XR6MwTpCEBuZXG7ovnWRdfKC45uZgtzdmu7Dm/0x0x1920x1080-1024x576.webp,RSS,False,雪のように見えますが、それは羊毛です：白い層に覆われたブレダの森
The Guardian (Europe),Greek Orthodox priest and cult musician clarifies views on homosexuality,https://www.theguardian.com/music/2026/aug/27/greek-orthodox-priest-and-cult-musician-clarifies-views-on-homosexuality,2026-08-27T17:11:53,"<p>Father Dionysios Tabakis says his views are those of Orthodox church, ‘nothing more, nothing less’</p><p>A Greek Orthodox priest whose home-recorded album of drone metal and religious dubstep has made him a <a href=""https://www.theguardian.com/music/2026/jul/02/father-tabakis-greek-priest-doom-paradise-metal"">cult figure in experimental music</a> circles has issued a statement in which he has clarified his stance on homosexuality and the Greek radical right.</p><p>“As can be seen from my musical expression, I am in favour of unity, love, empathy and help for every needy, wronged and suffering person in life,” Father Dionysios Tabakis said in a public statement shared with the Guardian. “Whoever they are, whatever they believe, whether they are a saint or a sinner.”</p> <a href=""https://www.theguardian.com/music/2026/aug/27/greek-orthodox-priest-and-cult-musician-clarifies-views-on-homosexuality"">Continue reading...</a>",https://i.guim.co.uk/img/media/80dc7e38d76c149b73c1012468aadde5127e1362/317_0_4165_3333/master/4165.jpg?width=140&quality=85&auto=format&fit=max&s=2532ae938da5b3b5442271e65294ca14,RSS,False,ギリシャ正教の司祭とカルト音楽家が同性愛についての見解を明確に
Le Monde,« La protagoniste du nouveau roman de Phœbe Hadjimarkos Clarke explore la fluidité comme force et comme forme »,https://www.lemonde.fr/livres/article/2026/08/27/la-protagoniste-du-nouveau-roman-de-ph-be-hadjimarkos-clarke-explore-la-fluidite-comme-force-et-comme-forme_6758493_3260.html,2026-08-27T17:00:05,"Le feuilleton littéraire de Tiphaine Samoyault, à propos du « Livre des souterrains », de Phœbe Hadjimarkos Clarke, deuxième roman de l’écrivaine, remarquée en 2024 pour « Aliène ».",https://img.lemde.fr/2026/08/26/398/0/2457/1228/644/322/60/0/85a46c9_upload-1-ddsjv4hxkwv0-samoyault-hadjimarkos-hd.jpg,RSS,False,「フィービー・ハジマルコス・クラークの新しい小説の主人公は、力と形としての流動性を探求しています。」
Le Monde,"Le Cap-Vert, modèle africain en matière de soins maternels et infantiles : « Aucune femme qui attend un enfant ne peut dire qu’elle n’a pas pu être suivie »",https://www.lemonde.fr/afrique/article/2026/08/27/aucune-femme-qui-attend-un-enfant-ne-peut-dire-qu-elle-n-a-pas-pu-etre-suivie-le-cap-vert-modele-africain-en-matiere-de-soins-maternels-et-infantiles_6758494_3212.html,2026-08-27T17:00:03,"Depuis son indépendance en 1975, l’archipel s’est progressivement doté d’un système de protection sociale efficace. La mortalité infantile y est l’une des plus faibles du continent.",https://img.lemde.fr/2026/08/04/170/0/2048/1024/644/322/60/0/3876323_upload-1-mhki3rsdn0oi-656653279-1314595624063815-5872842347333429599-n.jpg,RSS,False,カーボベルデ、母子ケアのアフリカ人モデル：「子供を期待している女性は、自分がフォローされなかったとは言えない」
NOS (オランダ),Woede in Kameroen na achtste moord op vrouw in ruim week tijd,https://nos.nl/l/2628546,2026-08-27T16:58:20,"<p>In iets meer dan een week tijd zijn er in Kameroen zeker acht vrouwen vermoord. Politici en beroemdheden in het land uiten hun zorgen en roepen de overheid op om meer te doen om vrouwen en meisjes te beschermen.</p>
        <p>Het aantal vrouwen dat gedood wordt in het land stijgt al jaren. Tussen januari en april dit jaar werden zeker 50 vrouwen vermoord, volgens de officiële cijfers. In het hele jaar daarvoor waren dit er 77.</p>
        <p>De Kameroense profvoetballer Nchout Njoya Ajara riep deze week online op om een einde te maken aan de ""tragische golf"" van geweld tegen vrouwen. ""Een vrouw zijn in Kameroen zou nooit een risico moeten zijn.""</p>
        <p>""Stilzwijgen is medeplichtigheid"", luidde haar boodschap op <a href=""https://www.facebook.com/AJ3LionneIndomptable/"">Facebook</a>. ""Mijn gedachten en gebeden zijn bij de families van de slachtoffers, maar vandaag moeten gebeden vergezeld worden van acties en gerechtigheid.""</p>
        <p>Ook de minister van de Bevordering van Vrouwen en het Gezin heeft gereageerd. De minister <a href=""https://www.facebook.com/reel/1415432320516304"">noemt</a> het een kwestie die de hele samenleving aangaat. Ze benoemde ook dat er wetgeving in de maak is om gendergerelateerd geweld tegen te gaan.</p>
        <h2>Correspondent Afrika Maurice Lede:</h2>
        <p>""Vrouwen en meisjes in Kameroen hebben te maken met diepgewortelde ongelijkheid en discriminatie. In veel gemeenschappen worden mannen gezien als machtiger dan vrouwen, wat geweld tegen vrouwen in stand kan houden. Financiële afhankelijkheid van een partner kan het ook lastiger maken om een gewelddadige relatie te verlaten.</p>
        <p>Discriminerende wetten en onvoldoende juridische bescherming maken het moeilijk om daders verantwoordelijk te houden. Hierdoor krijgen slachtoffers niet altijd de bescherming en hulp die zij nodig hebben.</p>
        <p>Door aanhoudende conflicten en humanitaire crises zijn vrouwen en meisjes bovendien extra kwetsbaar voor geweld.</p>
        <p>Kameroen werkt al jaren aan het terugdringen van geweld tegen vrouwen. Sinds 2011 heeft de regering meerdere keren het doel gesteld om dit geweld te halveren. Recente ontwikkelingen laten zien dat geweld tegen vrouwen een ernstig en structureel probleem blijft.""</p>
        <p>In juni dit jaar spraken meerdere ministers ook al hun zorgen uit over de stijging. Ze benadrukten dat het merendeel van de moorden op de vrouwen geen willekeurige geweldsincidenten waren. In de meeste gevallen werden de vrouwen vermoord door echtgenoten, familieleden en buren.</p>
        <p>De regering kondigde toen aan noodopvanglocaties voor vrouwen en kinderen te openen en speciale balies voor vrouwen bij politiebureaus. De minister van Communicatie riep de hele samenleving op om zich in te zetten om het bewustzijn over geweld tegen vrouwen te vergroten.</p>
        <p>Mensenrechtenorganisaties en oppositiepartijen verwijten de regering echter dat er te weinig vooruitgang wordt geboekt.</p>",https://images.cdn.nos.nl/1/B/p/x/3/g/bAYwD4govJdtgGQ9PGHwxNT5SrHHRJuVeY5We3C/0x326x4000x2250-1024x576.webp,RSS,False,この1週間で8人目の女性殺害にカメルーンで怒り
NOS (オランダ),Deel van hogesnelheidslijn blijft in 2028 en 2029 langer dicht dan verwacht,https://nos.nl/l/2628543,2026-08-27T16:52:24,"<p>De werkzaamheden op een deel van de hogesnelheidslijn duren langer dan verwacht, meldt ProRail. Bij een aantal viaducten zijn de herstelwerkzaamheden volgens de spoorbeheerder complexer dan eerder werd gedacht.</p>
        <p>ProRail verwacht dat het deel tussen Hoofddorp en Rotterdam in 2028 zo'n drieënhalve maand dicht blijft voor werkzaamheden bij het viaduct bij Rijpwetering. In 2029 zal het spoor nog eens vijftig dagen buiten gebruik zijn, schat ProRail in.</p>
        <p>Eerder zei de spoorbeheerder dat het traject minstens 82 dagen dicht moest voor de herstelwerkzaamheden bij Rijpwetering. Uit onderzoek blijkt dat niet alleen schadeherstel nodig is, maar ook aanpassingen aan funderingen en landhoofden.</p>
        <p>""De werkzaamheden hebben onvermijdelijk gevolgen voor reizigers, vervoerders en omgeving"", waarschuwt ProRail. De spoorbeheerder onderzoekt of omrijdroutes mogelijk zijn voor het (internationale) treinverkeer tussen Amsterdam en Rotterdam.</p>
        <h2>Langzamer rijden</h2>
        <p>Door fouten in de constructie bij tien viaducten moeten treinen op een deel van het hsl-traject al jaren <a href=""https://nos.nl/artikel/2506255-minder-treinen-op-hsl-traject-tussen-amsterdam-en-rotterdam-door-scheurvorming"">langzamer rijden</a>. Tussen Leiderdorp en Hoofddorp mogen treinen maximaal 120 kilometer per uur rijden in plaats van 300 kilometer per uur.</p>
        <p>De spoorbeheerder verwacht dat de treinen in 2031 over alle viaducten weer de maximumsnelheid kunnen rijden.</p>",https://images.cdn.nos.nl/2/A/o/v/P/u/xiL59qgF6jh7VU5G74PfQH27XPVbDBiYgJC4m1a/8x123x3984x2241-1024x576.webp,RSS,False,高速鉄道の一部は2028年と2029年に予想より長期間閉鎖される
El País,Más de 390 muertos y 1.400 desaparecidos por la monstruosa riada y el deslizamiento masivo de tierra entre Nepal y Tíbet,https://elpais.com/internacional/2026-08-27/el-numero-de-desaparecidos-en-nepal-y-tibet-tras-la-fuerte-riada-asciende-a-mas-de-1100-segun-dos-registros.html,2026-08-27T16:50:20,Los equipos de rescate siguen sin poder acceder a algunas de las zonas más devastadas. Hay cuatro españoles sin localizar,https://imagenes.elpais.com/resizer/v2/HZF5X4EM4VFXDJP6MARR64HIA4.JPG?auth=0ea1c739666cd57b09f6752caa4d93c974151158f5cb62bfb4284f42e10f14d7,RSS,False,"ネパールとチベットの間の大洪水と大規模な地滑りにより、390人以上が死亡、1,400人以上が行方不明"
El País,Un tribunal absuelve por motivos psiquiátricos al israelí que agredió a una monja en Jerusalén,https://elpais.com/internacional/2026-08-27/un-tribunal-absuelve-por-motivos-psiquiatricos-al-israeli-que-agredio-a-una-monja-en-jerusalen.html,2026-08-27T16:47:47,"La corte ordena el internamiento en un psiquiátrico durante un máximo de seis años al autor del ataque, un colono religioso judío",https://imagenes.elpais.com/resizer/v2/W4AUHBB6JZE4XPJTVKU4NVIXNM.jpg?auth=ba5426fa63c6ad5910fa5216fd592f30a14accb967f9acd3e0267e80a4504135,RSS,False,エルサレムで修道女を襲撃したイスラエル人、精神医学的理由で裁判所が無罪判決
FRANCE 24,UEFA moves to file criminal complaint against Infantino over failed FIFA sell-off,https://www.france24.com/en/sport/20260827-uefa-moves-to-file-criminal-complaint-against-infantino-over-failed-fifa-sell-off,2026-08-27T16:46:06,"The Union of European Football Associations (UEFA) is preparing a criminal complaint in Swiss courts against FIFA president Gianni Infantino over his failed plan to sell a stake in World Cup revenues to investors, including Joshua Kushner's Thrive Capital, for $4.2 billion, a price UEFA lawyers called a “fraudulently off-market price"".",https://s.france24.com/media/display/16b825ce-a234-11f1-8e77-005056a97e36/w:1024/p:16x9/000-C6KJ2G4.jpg,RSS,False,UEFA、FIFA売却失敗でインファンティーノ氏を刑事告発へ
NOS (オランダ),Dieven stelen vliegensvlug gouden schat uit Spaans museum,https://nos.nl/l/2628541,2026-08-27T16:35:42,"<p>Uit het archeologisch museum van Villena, nabij de Spaanse stad Alicante, is een groot deel van een prehistorische gouden schat gestolen. Dieven sloegen vanochtend vroeg toe en namen onder meer ringen, armbanden en kommen mee.</p>
        <p>De kunstroof was ""supersnel en superprofessioneel"", zegt een woordvoerder van de gemeenteraad van Villena tegen Spaanse media. De dieven waren slechts vier minuten in het museum.</p>
        <p>Het lijkt erop dat zij gebruik hebben gemaakt van een afleidingsmanoeuvre. Om 05.15 uur ging het alarm af in het plaatselijke sportcentrum. Terwijl de politie met die melding bezig was, ging om 05.20 uur het alarm in het museum af. Toen agenten daar ter plaatse kwamen, waren de criminelen er al met de buit vandoor.</p>
        <p>De gestolen voorwerpen maken deel uit van de zogenoemde schat van Villena, daterend uit de bronstijd. Die bestaat uit zo'n 10 kilo aan voornamelijk gouden artefacten, maar er zitten ook voorwerpen van zilver, ijzer en amber tussen. De schat werd in 1963 gevonden door archeoloog José María Soler nadat een gezonken schip tevoorschijn was gekomen in een drooggevallen rivierbedding bij het stadje.</p>
        <p>De politie is nog bezig in kaart te brengen hoeveel kunstvoorwerpen gestolen zijn. Volgens de burgemeester van Villena gaat het om het ""merendeel"" van de schat. Het stadje ""is er kapot van"", zegt hij. ""Ik sta te trillen op mijn benen. Deze schat is onderdeel van ons erfgoed, van onze rijkdom.""</p>
        <h2>Steeds gewelddadiger</h2>
        <p>In een rapport concludeert Europol deze week dat diefstallen uit Europese musea steeds gewelddadiger worden. Een nieuw soort kunstdieven, soms door criminele organisaties gerekruteerd via sociale media, gebruikt bijvoorbeeld explosieven en vuurwapens om in te breken.</p>
        <p>Ook is de aandacht van de kunstdieven verschoven van schilderijen naar edelmetalen, edelstenen en voorwerpen met grote cultuurhistorische waarde.</p>
        <p>In het rapport wordt onder meer verwezen naar de juwelenroof in het Louvre in Parijs en de diefstal van Roemeense kunstschatten uit het Drents Museum vorig jaar. In Assen werd de buitendeur van het museum met een explosief opgeblazen. Binnen sloegen de dieven met sloophamers vitrines kapot.</p>",https://images.cdn.nos.nl/5/A/x/t/U/A/Vb8b5qJmCLtsr2QKcht6F6upZgKSFuBr6iszgMq/8x4x3984x2241-1024x576.webp,RSS,False,泥棒がスペインの博物館から金宝を素早く盗む
NOS (オランダ),Regen en onweer: een wisselvallig einde van een recordwarme zomer,https://nos.nl/l/2628536,2026-08-27T16:22:43,"<p>Vandaag werd het in het oosten en zuiden van ons land nog ruim 30 graden, maar het zal de laatste keer deze maand zijn dat het zo warm werd. De recordwarme zomer van 2026 zal eindigen met lagere temperaturen, en af en toe flinke buien.</p>
        <p>Dat begint vanavond al. Er zijn al onweersbuien ontstaan boven Frankrijk, en die worden de komende uren groter en trekken naar ons land. Vanavond en vannacht onweert het waarschijnlijk op veel plaatsen, met het zwaartepunt in een lijn van Noord-Brabant naar Friesland.</p>
        <p>Maar dat is niet honderd procent zeker, de koers van onweersbuien is lastig te voorspellen en het zou ook op andere plaatsen flink kunnen gaan onweren.</p>
        <p>Op de natste plaatsen valt 20 tot 40 millimeter regen, genoeg voor lokale wateroverlast. Bovendien zijn er mogelijk windstoten waardoor takken van bomen af kunnen breken.</p>
        <h2>Warme nacht</h2>
        <p>Ondanks de buien wordt het vannacht niet koud. De minimumtemperatuur ligt op een vrij hoge 16 tot 18 graden. Morgen wordt het wel een stuk minder warm dan vandaag, dan is het in het noorden maximaal 22 graden en in het zuiden 23 of 24.</p>
        <p>Vroeg in de ochtend is er af en toe nog wat zon, vooral in het westen en zuidwesten. In de loop van de middag is er opnieuw kans op flink onweer, overal in het land maar waarschijnlijk het meest in het oosten en noordoosten.</p>
        <p>Dan is er ook weer kans op hagel en zware windstoten. Op zee en op het IJsselmeer is het oppassen, er is een grote kans op een snelle weersomslag op het water, met windstoten tot 75 kilometer per uur.</p>
        <h2>Opgewarmd zeewater</h2>
        <p>In het weekend is het waarschijnlijk voorbij met het onweer, maar regen kan er nog steeds vallen. Vanwege het uitzonderlijk warme zeewater in de Noordzee valt de meeste regen waarschijnlijk in de westelijke kustprovincies en op de Wadden.</p>
        <p>De laatste dagen van deze zomer verlopen qua temperatuur heel gemiddeld: het wordt 21 tot 23 graden. Voor het record van deze warme zomer maakt dat allemaal niet meer uit: dat blijft hoe dan ook staan.</p>",https://images.cdn.nos.nl/3/C/U/r/e/j/tHCZr1XZF2pTcihtEiyxLzAmYhCXmgd4gHu2xUX/0x0x4000x2250-1024x576.webp,RSS,False,雨と雷：記録的な暖かさの夏の終わりは変わりやすい
El País,Reconstrucción visual de la riada entre Nepal y Tíbet,https://elpais.com/videos/2026-08-27/reconstruccion-visual-de-la-riada-entre-nepal-y-tibet.html,2026-08-27T16:13:16,Los vídeos de las cámaras de seguridad y de usuarios de redes sociales muestran la destrucción producida por la fuerza del agua,https://imagenes.elpais.com/resizer/v2/UN4EQX65PRGUXAY3BGVBVWQ45U.jpg?auth=f2f1525c5d3e096fb1d538cf03284328f10e0439a55dcba2caea36f8bf55bf69,RSS,False,ネパールとチベットの間の洪水の視覚的復元
The Guardian (Europe),"Ratko Mladić, the ‘Butcher of Bosnia’, dies in The Hague",https://www.theguardian.com/world/2026/aug/27/ratko-mladic-the-butcher-of-bosnia-dies-aged-84,2026-08-27T16:12:15,"<p>Bosnian Serb commander responsible for Srebrenica massacre dies in prison while serving life sentence for genocide</p><p>From the archive: </p><ul><li><p><a href=""https://www.theguardian.com/world/2016/jan/21/14-years-fugitive-hunt-for-ratko-mladic-butcher-of-bosnia"">Fourteen years a fugitive: the hunt for the Butcher of Bosnia </a></p></li><li><p><a href=""https://www.theguardian.com/commentisfree/2017/nov/22/ratko-mladic-bosnia-camps-mass-murder-torture-rape-serbian"">Ratko Mladić will die in jail. But go to Bosnia: you’ll see that he won</a></p></li></ul><p>Ratko Mladić, the infamous Serbian general who was serving a life sentence for genocide committed during the Bosnian war, has died in prison in The Hague.</p><p>Mladić had been one of the main architects of the policy of ethnic cleansing during the Bosnian war. He was <a href=""https://www.theguardian.com/world/2017/nov/22/ratko-mladic-the-warlike-youth-turned-balkan-war-criminal"">convicted of genocide</a> for orchestrating the 1995 <a href=""https://www.theguardian.com/world/from-the-archive-blog/2020/jul/01/the-srebrenica-massacre-archive-july-1995"">killing of at least 8,000 Muslims in the UN-designated “safe area” Srebrenica</a>, the worst massacre in Europe since the second world war.</p> <a href=""https://www.theguardian.com/world/2026/aug/27/ratko-mladic-the-butcher-of-bosnia-dies-aged-84"">Continue reading...</a>",https://i.guim.co.uk/img/media/d5b2037d15a996ed693ae88b661678e01434e0c2/140_0_1860_1488/master/1860.jpg?width=140&quality=85&auto=format&fit=max&s=90a55fd0ec23d3fe6155797cf3c56d11,RSS,False,「ボスニアの肉屋」ラトコ・ムラディッチ氏がハーグで死去
El País,Orange retirará un cartel publicitario con el mapa de Marruecos tras desatar una doble polémica territorial,https://cincodias.elpais.com/companias/2026-08-27/orange-retirara-un-cartel-publicitario-con-el-mapa-de-marruecos-tras-desatar-una-doble-polemica-territorial.html,2026-08-27T16:10:23,La promoción provoca la protesta del Frente Polisario por la anexión del Sáhara Occidental y el rechazo en España por omitir los límites de Ceuta y Melilla,https://imagenes.elpais.com/resizer/v2/4SXLUYPCBFC7FMZIIXIOH5HJKU.jpeg?auth=61a5b9b383d492ca6f564c4f04d784777f68db88d76fb4c1e22e2f76c3dba86b,RSS,False,オレンジは二重領土論争を引き起こした後、モロッコの地図が描かれた広告看板を撤去する
FRANCE 24,Pakistan: Protests continue in Azad Kashmir despite repression and internet blackout,https://www.france24.com/en/asia-pacific/20260827-pakistan-protests-continue-in-azad-kashmir-despite-repression-and-internet-blackout,2026-08-27T16:04:09,"Harshly repressed protests that have shaken Pakistan-administered Kashmir since early June have continued through local legislative elections held in July and August. With internet access cut off and access by foreign media restricted, local residents are attempting to report on the situation on the ground.",https://s.france24.com/media/display/870e0b6c-a131-11f1-927a-005056bf30b7/w:1024/p:16x9/Cover-Article-KAshmir.jpg,RSS,False,パキスタン：弾圧とインターネット停電にもかかわらず、アザド・カシミールで抗議活動が続く
The Guardian (Europe),Bronze age treasure stolen in four-minute Spanish museum heist,https://www.theguardian.com/culture/2026/aug/27/thieves-steal-bronze-age-treasure-of-villena-in-four-minute-heist,2026-08-27T15:47:31,"<p>Gold collection known as Treasure of Villena, worth at least €1.7m, is target of ‘very well planned’ raid</p><p>Thieves in Spain have raided the Treasure of Villena – a stunning collection of bronze age gold artefacts that has been described as the most important prehistoric trove in Europe – in the latest high-profile smash-and-grab heist on the continent.</p><p>The raid on Thursday morning of the 66 mostly gold objects in the Spanish town of Villena lasted just minutes, officials said.</p> <a href=""https://www.theguardian.com/culture/2026/aug/27/thieves-steal-bronze-age-treasure-of-villena-in-four-minute-heist"">Continue reading...</a>",https://i.guim.co.uk/img/media/d4a71b2779883dfb230f55965083039b8e02b2ce/315_0_938_750/master/938.jpg?width=140&quality=85&auto=format&fit=max&s=5494ba1869f68bc455454a58f9e009c7,RSS,False,スペインの博物館強盗4分間で青銅器時代の宝物が盗まれる
